version,size,processes,tolerance,status,iterations,residual,relative_l2_error,checksum,total_seconds,compute_seconds,halo_issue_seconds,halo_wait_seconds,reduction_seconds
mpi_overlap,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.448450900,0.346388269,0.017668434,0.046982114,0.052125316
mpi_overlap,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.448307504,0.346341662,0.018148098,0.046808238,0.052265945
mpi_overlap,128,4,1.0000000000000001e-05,converged,48878,9.9973117784202259e-06,4.8919181549257483e-05,6744.0065063274142,0.446922437,0.345923139,0.018129157,0.045253128,0.051098217
mpi_blocking,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.592812974,0.452894610,0.000000000,0.090341141,0.055769716
mpi_blocking,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.599747824,0.454400749,0.000000000,0.092072760,0.056009954
mpi_blocking,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.599553153,0.456014773,0.000000000,0.092294119,0.059198125
mpi_blocking,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.597329795,0.453085316,0.000000000,0.093517985,0.054026481
mpi_blocking,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.592975714,0.452843648,0.000000000,0.090753092,0.052998089
mpi_overlap,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.596486177,0.456906994,0.024613731,0.063610597,0.072076715
mpi_overlap,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.597462443,0.458590542,0.024922393,0.064628120,0.072646621
mpi_overlap,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.596020884,0.458034116,0.023654773,0.065339478,0.071216007
mpi_overlap,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.599311129,0.459673843,0.025950439,0.066426746,0.076907215
mpi_overlap,128,4,9.9999999999999995e-08,converged,64406,9.9973117784202259e-08,4.9420536832945696e-05,6744.0098873053312,0.596651734,0.456832566,0.024988964,0.065589596,0.072388766
